品牌索引,品牌名称,车系名称,品牌ID,车系ID,汽车型号,发动机型号,气缸数,气缸排列形式,气门数,排量,环保标准,燃料形式,燃油标号,变速箱,上市时间,整车质保,座位数（个）
B,巴博斯,巴博斯,140,4261,smart forfour 2017款 BRABUS Xclusive 21.58万,,3,L,4,898,V,汽油,95,6挡双离合,2016.11,三,4
B,巴博斯,巴博斯,140,2683,smart fortwo 2018款 0.9T 硬顶BRABUS Xclusive 20.78万,,3,L,4,898,V,汽油,95,6挡双离合,2017.11,三,2
B,巴博斯,巴博斯,140,2683,smart fortwo 2018款 0.9T BRABUS tailor made硬顶专属定制 27.3888万,,3,L,4,898,V,汽油,95,6挡双离合,2017.11,三,2
B,巴博斯,巴博斯,140,2683,smart fortwo 2018款 0.9T BRABUS tailor made敞篷专属定制 30.1888万,,3,L,4,898,V,汽油,95,6挡双离合,2017.11,三,2
B,宝骏,上汽通用五菱,120,4077,310 2016款 1.2L 手动超值型 3.68万,,4,L,4,1206,V,汽油,92,5挡手动,2016.09,三6万公里,5
B,宝骏,上汽通用五菱,120,4077,310 2016款 1.2L 手动型 3.98万,,4,L,4,1206,V,汽油,92,5挡手动,2016.09,三6万公里,5
B,宝骏,上汽通用五菱,120,4077,310 2016款 1.2L 手动时型 4.68万,,4,L,4,1206,V,汽油,92,5挡手动,2016.09,三6万公里,5
B,宝骏,上汽通用五菱,120,4077,310 2016款 1.2L 手动型 4.98万,,4,L,4,1206,V,汽油,92,5挡手动,2016.09,三6万公里,5
B,宝骏,上汽通用五菱,120,4077,310 2019款 1.2L 自动型 4.98万,,4,L,4,1206,V,汽油,92,5挡AMT,2019.04,三6万公里,5
B,宝骏,上汽通用五菱,120,4077,310 2017款 1.5L 手动型 4.58万,,4,L,4,1485,V,汽油,92,6挡手动,,三6万公里,5
B,宝骏,上汽通用五菱,120,4077,310 2017款 1.5L 手动时型 4.98万,,4,L,4,1485,V,汽油,92,6挡手动,,三6万公里,5
B,宝骏,上汽通用五菱,120,4077,310 2017款 1.5L 手动型 5.38万,,4,L,4,1485,V,汽油,92,6挡手动,,三6万公里,5
B,宝骏,上汽通用五菱,120,4077,310 2017款 1.5L 自动型 5.18万,,4,L,4,1485,V,汽油,92,5挡AMT,2017.09,三6万公里,5
B,宝骏,上汽通用五菱,120,4077,310 2017款 1.5L 自动时型 5.58万,,4,L,4,1485,V,汽油,92,5挡AMT,2017.09,三6万公里,5
B,宝骏,上汽通用五菱,120,4077,310 2017款 1.5L 自动型 6.08万,,4,L,4,1485,V,汽油,92,5挡AMT,2017.09,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2017款 1.2L 手动超值型 V 4.28万,,4,L,4,1206,V,汽油,92,6挡手动,2017.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2017款 1.5L 手动型 V 4.98万,,4,L,4,1485,V,汽油,92,6挡手动,2017.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2019款 1.5L 手动型 VI 5.28万,,4,L,4,1485,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2017款 1.5L 手动时型 V 5.68万,,4,L,4,1485,V,汽油,92,6挡手动,2017.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2019款 1.5L 手动时型 VI 5.98万,,4,L,4,1485,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2017款 1.5L 手动型 V 6.58万,,4,L,4,1485,V,汽油,92,6挡手动,2017.11,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2019款 1.5L 手动型 VI 6.88万,,4,L,4,1485,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2018款 1.5L 自动时型 V 6.38万,,4,L,4,1485,V,汽油,92,5挡AMT,2018.04,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2019款 1.5L 自动时型 VI 6.68万,,4,L,4,1485,VI,汽油,92,5挡AMT,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2018款 1.5L 自动型 V 6.98万,,4,L,4,1485,V,汽油,92,5挡AMT,2018.04,三6万公里,5
B,宝骏,上汽通用五菱,120,4392,310W 2019款 1.5L 自动型 VI 7.28万,,4,L,4,1485,VI,汽油,92,5挡AMT,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4606,360 2018款 1.5L 手动型 V 5.68万,L2B,4,L,4,1485,V,汽油,92,6挡手动,2018.05,三6万公里,6
B,宝骏,上汽通用五菱,120,4606,360 2018款 1.5L 手动精英型 V 6.38万,L2B,4,L,4,1485,V,汽油,92,6挡手动,2018.05,三6万公里,6
B,宝骏,上汽通用五菱,120,4606,360 2019款 1.5L 手动精英型 VI 6.68万,L2B,4,L,4,1485,VI,汽油,92,6挡手动,2019.07,三6万公里,6
B,宝骏,上汽通用五菱,120,4606,360 2018款 1.5L 手动型 V 6.98万,L2B,4,L,4,1485,V,汽油,92,6挡手动,2018.05,三6万公里,6
B,宝骏,上汽通用五菱,120,4606,360 2019款 1.5L 手动型 VI 7.28万,L2B,4,L,4,1485,VI,汽油,92,6挡手动,2019.07,三6万公里,6
B,宝骏,上汽通用五菱,120,4606,360 2018款 1.5L 自动精英型 V 6.98万,L2B,4,L,4,1485,V,汽油,92,5挡AMT,2018.05,三6万公里,6
B,宝骏,上汽通用五菱,120,4606,360 2019款 1.5L 自动精英型 VI 7.28万,L2B,4,L,4,1485,VI,汽油,92,5挡AMT,2019.07,三6万公里,6
B,宝骏,上汽通用五菱,120,4606,360 2018款 1.5L 自动型 V 7.58万,L2B,4,L,4,1485,V,汽油,92,5挡AMT,2018.05,三6万公里,6
B,宝骏,上汽通用五菱,120,4606,360 2019款 1.5L 自动型 VI 7.88万,L2B,4,L,4,1485,VI,汽油,92,5挡AMT,2019.07,三6万公里,6
B,宝骏,上汽通用五菱,120,4606,360 2019款 1.5L CVT精英型 7.48万,L2B,4,L,4,1485,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,6
B,宝骏,上汽通用五菱,120,4606,360 2019款 1.5L CVT型 8.08万,L2B,4,L,4,1485,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,6
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 手动劲享型 V 5.58万,L2B,4,L,4,1485,V,汽油,92,6挡手动,2019.02,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 手动劲享型 VI 5.88万,L2B,4,L,4,1485,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 手动乐享型 V 6.38万,L2B,4,L,4,1485,V,汽油,92,6挡手动,2019.02,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 手动乐享型 VI 6.68万,L2B,4,L,4,1485,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 手动优享型 V 6.98万,L2B,4,L,4,1485,V,汽油,92,6挡手动,2018.1,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 手动优享型 VI 7.38万,L2B,4,L,4,1485,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 手动尊享型 V 7.18万,L2B,4,L,4,1485,V,汽油,92,6挡手动,2018.1,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 手动尊享型 VI 7.48万,L2B,4,L,4,1485,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 自动乐享型 V 6.98万,L2B,4,L,4,1485,V,汽油,92,5挡AMT,2019.02,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 自动乐享型 VI 7.28万,L2B,4,L,4,1485,VI,汽油,92,5挡AMT,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 自动优享型 V 7.58万,L2B,4,L,4,1485,V,汽油,92,5挡AMT,2018.1,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 自动优享型 VI 7.98万,L2B,4,L,4,1485,VI,汽油,92,5挡AMT,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4166,510 2019款 1.5L 自动尊享型 V 7.78万,L2B,4,L,4,1485,V,汽油,92,5挡AMT,2018.1,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2018款 1.5T 手动型 V 7.58万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2018.03,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2019款 1.5T 手动型 VI 7.88万,,4,L,4,1451,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2018款 1.5T 手动精英型 V 8.38万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2018.03,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2019款 1.5T 手动精英型 VI 8.78万,,4,L,4,1451,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2018款 1.5T 手动型 V 9.18万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2018.03,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2019款 1.5T 手动型 VI 9.48万,,4,L,4,1451,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2018款 1.5T 手动尊贵型 V 9.88万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2018.03,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2019款 1.5T 手动尊贵型 VI 10.18万,,4,L,4,1451,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2019款 1.5T CVT精英型 V 8.88万,LJ0,4,L,4,1451,V,汽油,92,CVT无级变速(模拟8挡),2018.11,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2019款 1.5T CVT精英型 VI 8.98万,,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2019款 1.5T CVT型 V 9.58万,LJ0,4,L,4,1451,V,汽油,92,CVT无级变速(模拟8挡),2018.11,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2019款 1.5T CVT型 VI 9.88万,,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4587,530 2019款 1.5T CVT尊贵型 V 10.28万,LJ0,4,L,4,1451,V,汽油,92,CVT无级变速(模拟8挡),2018.11,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2016款 1.8L 手动超值型 6.98万,LJ479QNE2,4,L,4,1798,V,汽油,92,5挡手动,2016.1,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2016款 1.8L 手动型 7.18万,LJ479QNE2,4,L,4,1798,V,汽油,92,6挡手动,2016.03,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2016款 1.8L 手动精英型 7.78万,LJ479QNE2,4,L,4,1798,V,汽油,92,6挡手动,2016.03,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2016款 1.8L 手动型 8.38万,LJ479QNE2,4,L,4,1798,V,汽油,92,6挡手动,2016.03,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2017款 1.8L iAMT型 7.58万,LJ479QNE2,4,L,4,1798,V,汽油,92,5挡AMT,2017.08,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2016款 1.8L iAMT精英型 8.18万,LJ479QNE2,4,L,4,1798,V,汽油,92,5挡AMT,2016.06,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2016款 1.8L iAMT型 8.78万,LJ479QNE2,4,L,4,1798,V,汽油,92,5挡AMT,2016.06,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2016款 1.5T 手动型 7.58万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2016.07,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2017款 1.5T 手动型 7座 8.58万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2017.08,三6万公里,7
B,宝骏,上汽通用五菱,120,3677,560 2016款 1.5T 手动精英型 8.18万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2016.07,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2016款 1.5T 手动型 8.78万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2016.07,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2017款 1.5T DCT型 9.38万,LL5,4,L,4,1451,V,汽油,92,6挡双离合,2017.08,三6万公里,5
B,宝骏,上汽通用五菱,120,3677,560 2017款 1.5T DCT精英型 10.08万,LL5,4,L,4,1451,V,汽油,92,6挡双离合,2017.08,三6万公里,5
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5L 手动时型 7座 V 7.08万,L2B,4,L,4,1485,V,汽油,92,6挡手动,2018.11,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5L 手动时型 7座 VI 7.38万,,4,L,4,1485,VI,汽油,92,6挡手动,2019.07,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5T 手动时型 7座 V 7.88万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2018.11,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5T 手动时型 7座 VI 8.18万,,4,L,4,1451,VI,汽油,92,6挡手动,2019.07,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5T 手动型 7座 V 8.78万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2018.11,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5T 手动型 7座 VI 9.08万,,4,L,4,1451,VI,汽油,92,6挡手动,2019.07,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5T 手动轻混致型 7座 V 9.98万,,4,L,4,1451,V,汽油+48V轻混系统,92,6挡手动,2018.11,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5T DCT时型 7座 V 8.98万,LL5,4,L,4,1451,V,汽油,92,6挡双离合,2018.11,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5T CVT时型 7座 V 8.88万,,4,L,4,1451,V,汽油,92,CVT无级变速(模拟8挡),2019.03,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5T CVT时型 7座 VI 9.18万,,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.07,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5T CVT旗舰型 7座 V 9.98万,,4,L,4,1451,V,汽油,92,CVT无级变速(模拟8挡),2019.03,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2019款 1.5T CVT旗舰型 7座 VI 10.28万,,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.07,三6万公里,7
B,宝骏,上汽通用五菱,120,3412,730 2017款 1.5T 手动时型 7座 V 7.88万,LL5,4,L,4,1451,V,汽油,92,6挡手动,2017.11,三6万公里,7
B,宝骏,上汽通用五菱,120,5336,RC-6 2019款 1.5T 手动24小时在线精英型 8.48万,LJ0,4,L,4,1451,VI,汽油,92,6挡手动,2019.09,三6万公里,5
B,宝骏,上汽通用五菱,120,5336,RC-6 2019款 1.5T 手动24小时在线型 9.38万,LJ0,4,L,4,1451,VI,汽油,92,6挡手动,2019.09,三6万公里,5
B,宝骏,上汽通用五菱,120,5336,RC-6 2019款 1.5T CVT 24小时在线精英型 9.68万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,5
B,宝骏,上汽通用五菱,120,5336,RC-6 2019款 1.5T CVT 24小时在线型 10.58万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,5
B,宝骏,上汽通用五菱,120,5336,RC-6 2019款 1.5T CVT 24小时在线尊贵型 11.38万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,5
B,宝骏,上汽通用五菱,120,5336,RC-6 2019款 1.5T CVT 24小时在线旗舰型 12.38万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,5
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T 手动24小时在线精英型 5座 8.68万,LJ0,4,L,4,1451,VI,汽油,92,6挡手动,2019.09,三6万公里,5
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T CVT 24小时在线精英型 5座 9.88万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,5
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T CVT 24小时在线型 5座 10.58万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,5
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T CVT 24小时在线尊贵型 5座 11.88万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,5
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T 手动24小时在线精英型 6座 8.78万,LJ0,4,L,4,1451,VI,汽油,92,6挡手动,2019.09,三6万公里,6
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T CVT 24小时在线精英型 6座 9.98万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,6
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T CVT 24小时在线型 6座 10.68万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,6
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T CVT 24小时在线尊贵型 6座 11.98万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,6
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T 手动24小时在线精英型 7座 8.88万,LJ0,4,L,4,1451,VI,汽油,92,6挡手动,2019.09,三6万公里,7
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T CVT 24小时在线精英型 7座 10.08万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,7
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T CVT 24小时在线型 7座 10.78万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,7
B,宝骏,上汽通用五菱,120,5342,RM-5 2019款 1.5T CVT 24小时在线尊贵型 7座 12.08万,LJ0,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.09,三6万公里,7
B,宝骏,上汽通用五菱,120,4908,RS-5 2019款 1.5T 超级互联手动 VI 9.78万,,4,L,4,1451,VI,汽油,92,6挡手动,2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4908,RS-5 2019款 1.5T CVT超级互联潮动 V 10.48万,LJ0,4,L,4,1451,V,汽油,92,CVT无级变速(模拟8挡),2019.04,三6万公里,5
B,宝骏,上汽通用五菱,120,4908,RS-5 2019款 1.5T CVT超级互联潮动 VI 10.78万,,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4908,RS-5 2019款 1.5T CVT智能驾控 V 11.38万,LJ0,4,L,4,1451,V,汽油,92,CVT无级变速(模拟8挡),2019.04,三6万公里,5
B,宝骏,上汽通用五菱,120,4908,RS-5 2019款 1.5T CVT智能驾控 VI 11.68万,,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4908,RS-5 2019款 1.5T CVT智能驾控尊贵 V 12.38万,LJ0,4,L,4,1451,V,汽油,92,CVT无级变速(模拟8挡),2019.04,三6万公里,5
B,宝骏,上汽通用五菱,120,4908,RS-5 2019款 1.5T CVT智能驾控尊贵 VI 12.68万,,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,4908,RS-5 2019款 1.5T CVT智能驾控旗舰 V 13.28万,LJ0,4,L,4,1451,V,汽油,92,CVT无级变速(模拟8挡),2019.04,三6万公里,5
B,宝骏,上汽通用五菱,120,4908,RS-5 2019款 1.5T CVT智能驾控旗舰 VI 13.58万,,4,L,4,1451,VI,汽油,92,CVT无级变速(模拟8挡),2019.07,三6万公里,5
B,宝骏,上汽通用五菱,120,3774,330 2016款 1.5L 手动型 5.58万,,4,L,4,,IV(V),汽油,92,5挡手动,2015.12,三6万公里,5
B,宝骏,上汽通用五菱,120,3774,330 2016款 1.5L 手动精英型 5.98万,,4,L,4,,IV(V),汽油,92,5挡手动,2015.12,三6万公里,5
B,宝骏,上汽通用五菱,120,3343,610 2014款 1.5L 手动型 5.98万,,4,L,4,1485,IV(V),汽油,92,5挡手动,2014.04,三6万公里,5
B,宝骏,上汽通用五菱,120,3343,610 2014款 CROSS 1.5L 手动型 6.78万,,4,L,4,1485,IV(V),汽油,92,5挡手动,2014.07,三6万公里,5
B,宝骏,上汽通用五菱,120,3343,610 2014款 CROSS 1.5L 自动型 7.58万,,4,L,4,1485,IV(V),汽油,92,6挡手自一体,2014.07,三6万公里,5
B,宝骏,上汽通用五菱,120,3343,610 2014款 CROSS 1.5L 自动型 8.08万,,4,L,4,1485,IV(V),汽油,92,6挡手自一体,2014.07,三6万公里,5
B,宝骏,上汽通用五菱,120,3343,610 2014款 1.5L 手动型 7.08万,,4,L,4,1485,IV(V),汽油,92,5挡手动,2014.04,三6万公里,5
B,宝骏,上汽通用五菱,120,3343,610 2014款 1.5L 自动型 7.88万,,4,L,4,1485,IV(V),汽油,92,6挡手自一体,2014.04,三6万公里,5
B,宝骏,上汽通用五菱,120,3343,610 2014款 1.5L 自动型 8.58万,,4,L,4,1485,IV(V),汽油,92,6挡手自一体,2014.04,三6万公里,5
B,宝骏,上汽通用五菱,120,3343,610 2014款 CROSS 1.5L 手动型 6.78万,,4,L,4,1485,IV(V),汽油,92,5挡手动,2014.07,三6万公里,5
B,宝骏,上汽通用五菱,120,2236,630 2016款 1.5L 手动型 5.98万,,4,L,4,1485,V,汽油,92,5挡手动,2016.01,三6万公里,5
B,宝骏,上汽通用五菱,120,2236,630 2016款 1.5L 手动型 6.58万,,4,L,4,1485,V,汽油,92,5挡手动,2016.01,三6万公里,5
B,宝骏,上汽通用五菱,120,2236,630 2016款 1.5L 手动精英型 7.08万,,4,L,4,1485,V,汽油,92,5挡手动,2016.01,三6万公里,5
B,宝骏,上汽通用五菱,120,2236,630 2016款 1.5L 自动型 7.48万,,4,L,4,1485,V,汽油,92,6挡手自一体,2016.01,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 1.0L 手动P-TEC优越型 3.98万,LMT,4,L,4,995,IV,汽油,92,5挡手动,2012.03,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 1.0L 手动P-TEC活力型 4.33万,LMT,4,L,4,995,IV,汽油,92,5挡手动,2012.03,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 1.0L 手动P-TEC时型 4.68万,LMT,4,L,4,995,IV,汽油,92,5挡手动,2012.06,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 1.2L 手动运动优越型 4.28万,LMU,4,L,4,1206,IV,汽油,92,5挡手动,2012.03,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 1.2L 手动运动活力型 4.58万,LMU,4,L,4,1206,IV,汽油,92,5挡手动,2012.03,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 1.2L 手动运动时型 4.98万,LMU,4,L,4,1206,IV,汽油,92,5挡手动,2012.03,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 改款 1.0L 手动P-TEC型 3.98万,LMT,4,L,4,995,IV(V),汽油,92,5挡手动,2012.08,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 改款 1.0L 手动P-TEC型 4.33万,LMT,4,L,4,995,IV(V),汽油,92,5挡手动,2012.08,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 改款 1.0L 手动P-TEC时型 4.68万,LMT,4,L,4,995,IV(V),汽油,92,5挡手动,2012.08,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 改款 1.2L 手动运动优越型 4.28万,LMU,4,L,4,1206,IV(V),汽油,92,5挡手动,2012.08,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 改款 1.2L 手动运动活力型 4.68万,LMU,4,L,4,1206,IV(V),汽油,92,5挡手动,2012.08,三6万公里,5
B,宝骏,上汽通用五菱,120,155,2012款 改款 1.2L 手动运动时型 4.98万,LMU,4,L,4,1206,IV(V),汽油,92,5挡手动,2012.08,三6万公里,5
B,宝马,华晨宝马,15,4171,1系 2019款 118i 时型 19.88万,B38A15C,3,L,4,1499,VI,汽油,95,6挡手自一体,2019.02,三10万公里,5
B,宝马,华晨宝马,15,4171,1系 2019款 118i M运动套装 22.38万,B38A15C,3,L,4,1499,VI,汽油,95,6挡手自一体,2019.02,三10万公里,5
B,宝马,华晨宝马,15,4171,1系 2019款 120i 领先型M运动套装 24.38万,B48A20C,4,L,4,1998,VI,汽油,95,8挡手自一体,2019.02,三10万公里,5
B,宝马,华晨宝马,15,4171,1系 2019款 120i M运动套装 26.38万,B48A20C,4,L,4,1998,VI,汽油,95,8挡手自一体,2019.02,三10万公里,5
B,宝马,华晨宝马,15,3941,2系旅行车 2018款 218i 时型 21.98万,,3,L,4,1499,V,汽油,95,6挡手自一体,2018.06,三10万公里,5
B,宝马,华晨宝马,15,3941,2系旅行车 2018款 218i 领先型 23.98万,,3,L,4,1499,V,汽油,95,6挡手自一体,2018.06,三10万公里,5
B,宝马,华晨宝马,15,3941,2系旅行车 2018款 218i 尊享型运动套装 25.98万,,3,L,4,1499,V,汽油,95,6挡手自一体,2018.06,三10万公里,5
B,宝马,华晨宝马,15,3941,2系旅行车 2018款 220i 套装 28.98万,,4,L,4,1998,V,汽油,95,8挡手自一体,2018.06,三10万公里,5
B,宝马,华晨宝马,15,66,3系 2020款 325i M运动套装 31.39万,B48B20B,4,L,4,1998,VI,汽油,95,8挡手自一体,2019.06,三10万公里,5
B,宝马,华晨宝马,15,66,3系 2020款 325i M运动曜夜 32.99万,B48B20B,4,L,4,1998,VI,汽油,95,8挡手自一体,2019.06,三10万公里,5
B,宝马,华晨宝马,15,66,3系 2020款 325Li 首发 32.39万,B48B20B,4,L,4,1998,VI,汽油,95,8挡手自一体,2019.06,三10万公里,5
B,宝马,华晨宝马,15,66,3系 2020款 325Li M运动套装 34.69万,B48B20B,4,L,4,1998,VI,汽油,95,8挡手自一体,2019.06,三10万公里,5
B,宝马,华晨宝马,15,66,3系 2020款 325Li xDrive M运动套装 36.19万,B48B20B,4,L,4,1998,VI,汽油,95,8挡手自一体,2019.06,三10万公里,5
B,宝马,华晨宝马,15,66,3系 2020款 325Li M运动曜夜 36.39万,B48B20B,4,L,4,1998,VI,汽油,95,8挡手自一体,2019.06,三10万公里,5
B,宝马,华晨宝马,15,66,3系 2019款 320i M运动套装 30.98万,B48B20C,4,L,4,1998,VI,汽油,95,8挡手自一体,2018.09,三10万公里,5
B,宝马,华晨宝马,15,66,3系 2019款 320i M运动曜夜 33.98万,B48B20C,4,L,4,1998,VI,汽油,95,8挡手自一体,2018.09,三10万公里,5
