2019-06-26 16:41:32,986 | Spider | INFO  | [十堰武当山]机场暂无延误航班,出场延误航班数：0
2019-06-26 16:41:35,705 | Spider | INFO  | [神农架红坪]：机场航班信息获取中...
2019-06-26 16:41:38,019 | Spider | INFO  | [神农架红坪]机场暂无延误航班,出场延误航班数：0
2019-06-26 16:41:38,223 | Spider | INFO  | [海口美兰]：机场航班信息获取中...
2019-06-26 16:41:50,211 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
2019-06-26 16:41:50,397 | Spider | INFO  | <font color="green">[SC4884]航班延误时间计算中...</font>
2019-06-26 16:41:50,687 | Spider | INFO  | <font color="green">content:机场[海口美兰]航班号[SC4884]出发地[海口美兰]目的地[宁波]延误时间[200]</font>
2019-06-26 16:41:50,689 | Spider | INFO  | 更新航班记录成功!
2019-06-26 16:41:50,689 | Spider | INFO  | 读取已处理航班记录成功!
2019-06-26 16:41:50,710 | Spider | INFO  | <font color="green">[GT1053]航班延误时间计算中...</font>
2019-06-26 16:41:51,114 | Spider | INFO  | <font color="red">机场[海口美兰]航班号[GT1053]出发地[海口美兰]目的地[桂林]延误时间[0],不符合条件</font>
2019-06-26 16:41:54,229 | Spider | INFO  | [六盘水月照]：机场航班信息获取中...
2019-06-26 16:41:56,731 | Spider | INFO  | [六盘水月照]机场暂无延误航班,出场延误航班数：0
2019-06-26 16:41:59,725 | Spider | INFO  | [贵阳龙洞堡]：机场航班信息获取中...
2019-06-26 16:42:08,236 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
2019-06-26 16:42:08,547 | Spider | INFO  | <font color="green">[BL1129]航班延误时间计算中...</font>
2019-06-26 16:42:11,883 | Spider | INFO  | <font color="green">content:机场[贵阳龙洞堡]航班号[BL1129]出发地[贵阳龙洞堡]目的地[芽庄]延误时间[1090]</font>
2019-06-26 16:42:11,885 | Spider | INFO  | 更新航班记录成功!
2019-06-26 16:42:11,885 | Spider | INFO  | 读取已处理航班记录成功!
2019-06-26 16:42:11,918 | Spider | INFO  | <font color="green">[3U8242]航班延误时间计算中...</font>
2019-06-26 16:42:12,988 | Spider | INFO  | <font color="red">机场[贵阳龙洞堡]航班号[3U8242]出发地[贵阳龙洞堡]目的地[西昌]延误时间[55],不符合条件</font>
2019-06-26 16:42:13,010 | Spider | INFO  | <font color="green">[CZ3667]航班延误时间计算中...</font>
2019-06-26 16:42:17,059 | Spider | INFO  | <font color="red">机场[贵阳龙洞堡]航班号[CZ3667]出发地[贵阳龙洞堡]目的地[深圳]延误时间[56],不符合条件</font>
2019-06-26 16:42:17,083 | Spider | INFO  | <font color="green">[GS6481]航班延误时间计算中...</font>
2019-06-26 16:42:18,195 | Spider | INFO  | <font color="red">机场[贵阳龙洞堡]航班号[GS6481]出发地[贵阳龙洞堡]目的地[呼和浩特]延误时间[40],不符合条件</font>
2019-06-26 16:42:18,251 | Spider | INFO  | <font color="green">[CZ3787]航班延误时间计算中...</font>
2019-06-26 16:42:19,970 | Spider | INFO  | <font color="red">机场[贵阳龙洞堡]航班号[CZ3787]出发地[贵阳龙洞堡]目的地[兰州]延误时间[82],不符合条件</font>
2019-06-26 16:42:21,736 | Spider | INFO  | <font color="green">[EU2263]航班延误时间计算中...</font>
2019-06-26 16:42:22,633 | Spider | INFO  | <font color="red">机场[贵阳龙洞堡]航班号[EU2263]出发地[贵阳龙洞堡]目的地[温州]延误时间[50],不符合条件</font>
2019-06-26 16:42:22,659 | Spider | INFO  | <font color="green">[CA1494]航班延误时间计算中...</font>
2019-06-26 16:42:23,817 | Spider | INFO  | <font color="red">机场[贵阳龙洞堡]航班号[CA1494]出发地[贵阳龙洞堡]目的地[北京首都]延误时间[55],不符合条件</font>
2019-06-26 16:42:28,846 | Spider | INFO  | [恩施许家坪]：机场航班信息获取中...
2019-06-26 16:42:36,157 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
2019-06-26 16:42:36,286 | Spider | INFO  | <font color="green">[JD5721]航班延误时间计算中...</font>
2019-06-26 16:42:36,633 | Spider | INFO  | <font color="red">机场[恩施许家坪]航班号[JD5721]出发地[恩施许家坪]目的地[武汉]延误时间[107],不符合条件</font>
2019-06-26 16:42:41,902 | Spider | INFO  | [西安咸阳]：机场航班信息获取中...
2019-06-26 16:42:51,262 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
2019-06-26 16:42:51,637 | Spider | INFO  | <font color="green">[RY894Z]航班延误时间计算中...</font>
2019-06-26 16:42:55,411 | Spider | INFO  | <font color="green">content:机场[西安咸阳]航班号[RY894Z]出发地[西安咸阳]目的地[南昌]延误时间[465]</font>
2019-06-26 16:42:55,412 | Spider | INFO  | 更新航班记录成功!
2019-06-26 16:42:55,413 | Spider | INFO  | 读取已处理航班记录成功!
2019-06-26 16:42:55,478 | Spider | INFO  | <font color="green">[MF8248]航班延误时间计算中...</font>
2019-06-26 16:42:56,783 | Spider | INFO  | <font color="red">机场[西安咸阳]航班号[MF8248]出发地[西安咸阳]目的地[厦门]延误时间[117],不符合条件</font>
2019-06-26 16:42:56,812 | Spider | INFO  | <font color="green">[CA1224]航班延误时间计算中...</font>
2019-06-26 16:43:00,690 | Spider | INFO  | <font color="red">机场[西安咸阳]航班号[CA1224]出发地[西安咸阳]目的地[北京首都]延误时间[116],不符合条件</font>
2019-06-26 16:43:00,730 | Spider | INFO  | <font color="green">[ZH9581]航班延误时间计算中...</font>
2019-06-26 16:43:04,745 | Spider | INFO  | <font color="red">机场[西安咸阳]航班号[ZH9581]出发地[西安咸阳]目的地[银川]延误时间[110],不符合条件</font>
2019-06-26 16:43:04,777 | Spider | INFO  | <font color="green">[MF8263]航班延误时间计算中...</font>
2019-06-26 16:43:05,873 | Spider | INFO  | <font color="red">机场[西安咸阳]航班号[MF8263]出发地[西安咸阳]目的地[固原]延误时间[69],不符合条件</font>
2019-06-26 16:43:05,892 | Spider | INFO  | <font color="green">[CZ6320]航班延误时间计算中...</font>
2019-06-26 16:43:06,976 | Spider | INFO  | <font color="red">机场[西安咸阳]航班号[CZ6320]出发地[西安咸阳]目的地[三亚]延误时间[45],不符合条件</font>
2019-06-26 16:43:07,001 | Spider | INFO  | <font color="green">[MU9961]航班延误时间计算中...</font>
2019-06-26 16:43:11,143 | Spider | INFO  | <font color="red">机场[西安咸阳]航班号[MU9961]出发地[西安咸阳]目的地[台州]延误时间[50],不符合条件</font>
2019-06-26 16:43:11,175 | Spider | INFO  | <font color="green">[MU2886]航班延误时间计算中...</font>
2019-06-26 16:43:15,136 | Spider | INFO  | <font color="red">机场[西安咸阳]航班号[MU2886]出发地[西安咸阳]目的地[南京]延误时间[30],不符合条件</font>
2019-06-26 16:43:18,249 | Spider | INFO  | [石家庄正定]：机场航班信息获取中...
2019-06-26 16:43:26,626 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
2019-06-26 16:43:26,787 | Spider | INFO  | <font color="green">[HU7656]航班延误时间计算中...</font>
2019-06-26 16:43:29,944 | Spider | INFO  | <font color="green">content:机场[石家庄正定]航班号[HU7656]出发地[石家庄正定]目的地[杭州]延误时间[939]</font>
2019-06-26 16:43:29,946 | Spider | INFO  | 更新航班记录成功!
2019-06-26 16:43:29,947 | Spider | INFO  | 读取已处理航班记录成功!
2019-06-26 16:43:29,988 | Spider | INFO  | <font color="green">[HU7666]航班延误时间计算中...</font>
2019-06-26 16:43:30,397 | Spider | INFO  | <font color="green">content:机场[石家庄正定]航班号[HU7666]出发地[石家庄正定]目的地[海口]延误时间[200]</font>
2019-06-26 16:43:30,398 | Spider | INFO  | 更新航班记录成功!
2019-06-26 16:43:30,398 | Spider | INFO  | 读取已处理航班记录成功!
2019-06-26 16:43:30,424 | Spider | INFO  | <font color="green">[NS3275]航班延误时间计算中...</font>
2019-06-26 16:43:30,866 | Spider | INFO  | <font color="red">机场[石家庄正定]航班号[NS3275]出发地[石家庄正定]目的地[南通]延误时间[65],不符合条件</font>
2019-06-26 16:43:34,040 | Spider | INFO  | [济南遥墙]：机场航班信息获取中...
2019-06-26 16:43:42,917 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
2019-06-26 16:43:43,026 | Spider | INFO  | <font color="green">[JT2630]航班延误时间计算中...</font>
2019-06-26 16:43:46,315 | Spider | INFO  | <font color="green">content:机场[济南遥墙]航班号[JT2630]出发地[济南遥墙]目的地[登巴萨]延误时间[422]</font>
2019-06-26 16:43:46,316 | Spider | INFO  | 更新航班记录成功!
2019-06-26 16:43:46,316 | Spider | INFO  | 读取已处理航班记录成功!
2019-06-26 16:43:52,175 | Spider | INFO  | [张家界荷花]：机场航班信息获取中...
2019-06-26 16:43:54,983 | Spider | INFO  | [张家界荷花]机场暂无延误航班,出场延误航班数：0
2019-06-26 16:43:55,182 | Spider | INFO  | [宜昌三峡]：机场航班信息获取中...
2019-06-26 16:43:57,841 | Spider | INFO  | [宜昌三峡]机场暂无延误航班,出场延误航班数：0
2019-06-26 16:43:59,614 | Spider | INFO  | [襄阳刘集]：机场航班信息获取中...
2019-06-26 16:44:01,793 | Spider | INFO  | [襄阳刘集]机场暂无延误航班,出场延误航班数：0
2019-06-26 16:44:02,004 | Spider | INFO  | [信阳明港]：机场航班信息获取中...
2019-06-26 16:44:10,178 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
2019-06-26 16:44:10,272 | Spider | INFO  | <font color="green">[MU2619]航班延误时间计算中...</font>
2019-06-26 16:44:10,526 | Spider | INFO  | <font color="red">机场[信阳明港]航班号[MU2619]出发地[信阳明港]目的地[温州]延误时间[56],不符合条件</font>
2019-06-26 16:44:15,316 | Spider | INFO  | [郑州新郑]：机场航班信息获取中...
2019-06-26 16:44:23,699 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
2019-06-26 16:44:23,987 | Spider | INFO  | <font color="green">[JT2652]航班延误时间计算中...</font>
2019-06-26 16:44:27,471 | Spider | INFO  | <font color="green">content:机场[郑州新郑]航班号[JT2652]出发地[郑州新郑]目的地[登巴萨]延误时间[1035]</font>
2019-06-26 16:44:27,472 | Spider | INFO  | 更新航班记录成功!
2019-06-26 16:44:27,473 | Spider | INFO  | 读取已处理航班记录成功!
2019-06-26 16:44:27,569 | Spider | INFO  | <font color="green">[CA8295]航班延误时间计算中...</font>
2019-06-26 16:44:28,491 | Spider | INFO  | <font color="red">机场[郑州新郑]航班号[CA8295]出发地[郑州新郑]目的地[厦门]延误时间[82],不符合条件</font>
2019-06-26 16:44:28,519 | Spider | INFO  | <font color="green">[SC4780]航班延误时间计算中...</font>
2019-06-26 16:44:31,961 | Spider | INFO  | <font color="red">机场[郑州新郑]航班号[SC4780]出发地[郑州新郑]目的地[厦门]延误时间[59],不符合条件</font>
2019-06-26 16:44:32,111 | Spider | INFO  | <font color="green">[JD5636]航班延误时间计算中...</font>
2019-06-26 16:44:33,106 | Spider | INFO  | <font color="red">机场[郑州新郑]航班号[JD5636]出发地[郑州新郑]目的地[杭州]延误时间[90],不符合条件</font>
2019-06-26 16:44:33,124 | Spider | INFO  | <font color="green">[HU7446]航班延误时间计算中...</font>
2019-06-26 16:44:34,147 | Spider | INFO  | <font color="red">机场[郑州新郑]航班号[HU7446]出发地[郑州新郑]目的地[厦门]延误时间[35],不符合条件</font>
2019-06-26 16:44:42,029 | Spider | INFO  | [长沙黄花]：机场航班信息获取中...
2019-06-26 16:44:50,825 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
2019-06-26 16:44:51,146 | Spider | INFO  | <font color="green">[3U8951]航班延误时间计算中...</font>
2019-06-26 16:44:55,056 | Spider | INFO  | <font color="green">content:机场[长沙黄花]航班号[3U8951]出发地[长沙黄花]目的地[厦门]延误时间[191]</font>
2019-06-26 16:44:55,058 | Spider | INFO  | 更新航班记录成功!
2019-06-26 16:44:55,059 | Spider | INFO  | 读取已处理航班记录成功!
2019-06-26 16:44:55,153 | Spider | INFO  | <font color="green">[MF8617]航班延误时间计算中...</font>
2019-06-26 16:44:59,264 | Spider | INFO  | <font color="red">机场[长沙黄花]航班号[MF8617]出发地[长沙黄花]目的地[海拉尔]延误时间[67],不符合条件</font>
2019-06-26 16:44:59,303 | Spider | INFO  | <font color="green">[CZ6746]航班延误时间计算中...</font>
2019-06-26 16:45:01,118 | Spider | INFO  | <font color="red">机场[长沙黄花]航班号[CZ6746]出发地[长沙黄花]目的地[揭阳]延误时间[62],不符合条件</font>
2019-06-26 16:45:01,142 | Spider | INFO  | <font color="green">[MU5749]航班延误时间计算中...</font>
2019-06-26 16:45:05,252 | Spider | INFO  | <font color="red">机场[长沙黄花]航班号[MU5749]出发地[长沙黄花]目的地[盐城]延误时间[42],不符合条件</font>
2019-06-26 16:45:05,322 | Spider | INFO  | <font color="green">[ZH8178]航班延误时间计算中...</font>
2019-06-26 16:45:09,547 | Spider | INFO  | <font color="red">机场[长沙黄花]航班号[ZH8178]出发地[长沙黄花]目的地[运城]延误时间[107],不符合条件</font>
2019-06-26 16:45:09,628 | Spider | INFO  | <font color="green">[SC4092]航班延误时间计算中...</font>
2019-06-26 16:45:11,061 | Spider | INFO  | <font color="red">机场[长沙黄花]航班号[SC4092]出发地[长沙黄花]目的地[济南]延误时间[59],不符合条件</font>
2019-06-26 16:45:11,088 | Spider | INFO  | <font color="green">[CZ3720]航班延误时间计算中...</font>
2019-06-26 16:45:15,232 | Spider | INFO  | <font color="red">机场[长沙黄花]航班号[CZ3720]出发地[长沙黄花]目的地[珠海]延误时间[106],不符合条件</font>
2019-06-26 16:45:15,253 | Spider | INFO  | <font color="green">[MF8138]航班延误时间计算中...</font>
2019-06-26 16:45:19,202 | Spider | INFO  | <font color="red">机场[长沙黄花]航班号[MF8138]出发地[长沙黄花]目的地[泉州]延误时间[35],不符合条件</font>
2019-06-26 16:45:19,230 | Spider | INFO  | <font color="green">[3U8952]航班延误时间计算中...</font>
2019-06-26 16:45:20,510 | Spider | INFO  | <font color="red">机场[长沙黄花]航班号[3U8952]出发地[长沙黄花]目的地[重庆]延误时间[95],不符合条件</font>
2019-06-26 16:45:26,215 | Spider | INFO  | [上海虹桥]：机场航班信息获取中...
2019-06-26 16:45:34,957 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
2019-06-26 16:45:35,704 | Spider | INFO  | <font color="green">[MU5307]航班延误时间计算中...</font>
2019-06-26 16:45:44,067 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[MU5307]出发地[上海虹桥]目的地[广州]延误时间[148],不符合条件</font>
2019-06-26 16:45:44,173 | Spider | INFO  | <font color="green">[MU5543]航班延误时间计算中...</font>
2019-06-26 16:45:49,289 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[MU5543]出发地[上海虹桥]目的地[烟台]延误时间[73],不符合条件</font>
2019-06-26 16:45:49,309 | Spider | INFO  | <font color="green">[CZ3540]航班延误时间计算中...</font>
2019-06-26 16:45:58,439 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[CZ3540]出发地[上海虹桥]目的地[广州]延误时间[135],不符合条件</font>
2019-06-26 16:45:58,735 | Spider | INFO  | <font color="green">[CZ3558]航班延误时间计算中...</font>
2019-06-26 16:46:04,617 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[CZ3558]出发地[上海虹桥]目的地[深圳]延误时间[70],不符合条件</font>
2019-06-26 16:46:04,639 | Spider | INFO  | <font color="green">[MF8317]航班延误时间计算中...</font>
2019-06-26 16:46:10,451 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[MF8317]出发地[上海虹桥]目的地[深圳]延误时间[65],不符合条件</font>
2019-06-26 16:46:10,562 | Spider | INFO  | <font color="green">[MU5313]航班延误时间计算中...</font>
2019-06-26 16:46:20,151 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[MU5313]出发地[上海虹桥]目的地[广州]延误时间[90],不符合条件</font>
2019-06-26 16:46:20,183 | Spider | INFO  | <font color="green">[HO1155]航班延误时间计算中...</font>
2019-06-26 16:46:28,827 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[HO1155]出发地[上海虹桥]目的地[深圳]延误时间[55],不符合条件</font>
2019-06-26 16:46:28,852 | Spider | INFO  | <font color="green">[FM9361]航班延误时间计算中...</font>
2019-06-26 16:46:35,593 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[FM9361]出发地[上海虹桥]目的地[长沙]延误时间[30],不符合条件</font>
2019-06-26 16:46:35,617 | Spider | INFO  | <font color="green">[MU5353]航班延误时间计算中...</font>
2019-06-26 16:46:48,483 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[MU5353]出发地[上海虹桥]目的地[深圳]延误时间[45],不符合条件</font>
2019-06-26 16:46:48,712 | Spider | INFO  | <font color="green">[MU2405]航班延误时间计算中...</font>
2019-06-26 16:46:55,132 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[MU2405]出发地[上海虹桥]目的地[太原]延误时间[35],不符合条件</font>
2019-06-26 16:46:55,185 | Spider | INFO  | <font color="green">[FM9327]航班延误时间计算中...</font>
2019-06-26 16:47:04,952 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[FM9327]出发地[上海虹桥]目的地[广州]延误时间[75],不符合条件</font>
2019-06-26 16:47:05,548 | Spider | INFO  | <font color="green">[CZ3572]航班延误时间计算中...</font>
2019-06-26 16:47:15,340 | Spider | INFO  | <font color="red">机场[上海虹桥]航班号[CZ3572]出发地[上海虹桥]目的地[广州]延误时间[70],不符合条件</font>
2019-06-26 16:47:15,375 | Spider | INFO  | <font color="green">[CA1830]航班延误时间计算中...</font>
2019-06-26 16:51:48,178 | Spider | INFO  | 机场航班信息实时监测系统启动中...
2019-06-26 16:51:48,280 | Spider | INFO  | 设备连接成功：[d750dac5]
2019-06-26 16:51:48,282 | Spider | INFO  | 读取已处理航班记录成功!
2019-06-26 16:52:03,688 | Spider | INFO  | 开始监控关注机场
2019-06-26 16:52:06,512 | Spider | INFO  | 监控机场数量：关注机场35
2019-06-26 16:52:24,935 | Spider | INFO  | [成都双流]：机场航班信息获取中...
2019-06-26 16:52:34,089 | Spider | INFO  | <font color="red">航班延误时间计算中,请稍后...</font>
